#Date;Inv;Psum;Pmax
05/12/14;2;400;257
04/12/14;0;270;907
04/12/14;1;270;319
04/12/14;2;120;48
03/12/14;0;940;908
03/12/14;1;890;326
03/12/14;2;570;175
02/12/14;0;720;1209
02/12/14;1;700;476
02/12/14;2;440;157
01/12/14;0;30;2116
01/12/14;1;40;1114
01/12/14;2;10;23
30/11/14;0;440;1060
30/11/14;1;420;793
30/11/14;2;250;132
29/11/14;0;1210;610
29/11/14;1;1180;352
29/11/14;2;760;228
28/11/14;0;140;1512
28/11/14;1;140;1584
28/11/14;2;60;75
27/11/14;0;270;1058
27/11/14;1;260;483
27/11/14;2;120;118
26/11/14;0;40;1059
26/11/14;1;50;793
26/11/14;2;0;0
25/11/14;0;1080;908
25/11/14;1;1050;792
25/11/14;2;670;226
24/11/14;0;1460;1210
24/11/14;1;1420;951
24/11/14;2;920;255
23/11/14;0;1860;757
23/11/14;1;1830;635
23/11/14;2;1180;264
22/11/14;0;1900;1210
22/11/14;1;1850;1267
22/11/14;2;1190;476
21/11/14;0;1630;605
21/11/14;1;1600;642
21/11/14;2;1030;253
20/11/14;0;1600;1361
20/11/14;1;1560;1742
20/11/14;2;1020;309
19/11/14;0;2110;1382
19/11/14;1;2070;1601
19/11/14;2;1330;278
18/11/14;0;1810;1361
18/11/14;1;1750;586
18/11/14;2;1110;368
17/11/14;0;480;908
17/11/14;1;470;476
17/11/14;2;270;119
16/11/14;0;1680;1210
16/11/14;1;1630;952
16/11/14;2;1040;309
15/11/14;0;50;1814
15/11/14;1;50;1267
15/11/14;2;0;19
14/11/14;0;1300;592
14/11/14;1;1260;569
14/11/14;2;800;342
13/11/14;0;2080;908
13/11/14;1;2010;635
13/11/14;2;1290;386
12/11/14;0;630;1664
12/11/14;1;610;319
12/11/14;2;370;183
11/11/14;0;540;1361
11/11/14;1;510;1584
11/11/14;2;310;177
10/11/14;0;120;1361
10/11/14;1;120;1109
10/11/14;2;40;61
09/11/14;0;1050;2268
09/11/14;1;1010;1267
09/11/14;2;630;337
08/11/14;0;1500;1512
08/11/14;1;1450;357
08/11/14;2;940;229
07/11/14;0;800;1059
07/11/14;1;760;479
07/11/14;2;480;170
06/11/14;0;150;1814
06/11/14;1;140;1267
06/11/14;2;60;55
05/11/14;0;10;1965
05/11/14;1;10;1427
05/11/14;2;0;0
04/11/14;0;310;1965
04/11/14;1;290;1267
04/11/14;2;160;148
03/11/14;0;1790;756
03/11/14;1;1740;793
03/11/14;2;1130;323
02/11/14;0;2800;1058
02/11/14;1;2740;950
02/11/14;2;1770;343
01/11/14;0;2820;1965
01/11/14;1;2760;950
01/11/14;2;1790;348
31/10/14;0;2940;908
31/10/14;1;2870;635
31/10/14;2;1850;350
30/10/14;0;3010;759
30/10/14;1;2940;635
30/10/14;2;1890;353
29/10/14;0;2910;908
29/10/14;1;2840;951
29/10/14;2;1810;350
28/10/14;0;3030;907
28/10/14;1;2960;792
28/10/14;2;1880;357
27/10/14;0;3210;908
27/10/14;1;3140;592
27/10/14;2;1990;373
26/10/14;0;2960;825
26/10/14;1;2930;950
26/10/14;2;1890;501
25/10/14;0;3140;853
25/10/14;1;3050;951
25/10/14;2;1960;514
24/10/14;0;3550;644
24/10/14;1;3440;1584
24/10/14;2;2180;394
23/10/14;0;3520;665
23/10/14;1;3440;649
23/10/14;2;2180;408
22/10/14;0;3740;909
22/10/14;1;3640;1109
22/10/14;2;2290;410
21/10/14;0;2410;484
21/10/14;1;2330;465
21/10/14;2;1490;292
20/10/14;0;2950;679
20/10/14;1;2880;663
20/10/14;2;1860;417
19/10/14;0;3630;907
19/10/14;1;3530;641
19/10/14;2;2240;406
18/10/14;0;3800;756
18/10/14;1;3710;656
18/10/14;2;2350;413
17/10/14;0;2840;778
17/10/14;1;2720;1109
17/10/14;2;1730;479
16/10/14;0;1850;907
16/10/14;1;1760;398
16/10/14;2;1140;269
15/10/14;0;2700;751
15/10/14;1;2600;726
15/10/14;2;1680;463
14/10/14;0;2770;769
14/10/14;1;2650;747
14/10/14;2;1700;478
13/10/14;0;220;1361
13/10/14;1;210;951
13/10/14;2;110;121
12/10/14;0;3170;786
12/10/14;1;3060;766
12/10/14;2;1920;480
11/10/14;0;1970;662
11/10/14;1;1880;620
11/10/14;2;1190;381
10/10/14;0;3030;1059
10/10/14;1;2920;756
10/10/14;2;1840;474
09/10/14;0;1810;756
09/10/14;1;1710;622
09/10/14;2;1100;388
08/10/14;0;1250;1059
08/10/14;1;1190;951
08/10/14;2;740;379
07/10/14;0;2210;805
07/10/14;1;2120;787
07/10/14;2;1350;492
06/10/14;0;4440;765
06/10/14;1;4300;746
06/10/14;2;2690;466
05/10/14;0;3810;1058
05/10/14;1;3690;746
05/10/14;2;2340;466
04/10/14;0;4450;931
04/10/14;1;4300;912
04/10/14;2;2710;567
03/10/14;0;3970;1361
03/10/14;1;3820;738
03/10/14;2;2380;461
02/10/14;0;4920;805
02/10/14;1;4790;786
02/10/14;2;3020;495
01/10/14;0;1580;908
01/10/14;1;1500;543
01/10/14;2;930;332
30/09/14;0;4060;770
30/09/14;1;3930;749
30/09/14;2;2460;465
29/09/14;0;4970;1210
29/09/14;1;4830;770
29/09/14;2;3030;480
28/09/14;0;4980;867
28/09/14;1;4830;847
28/09/14;2;3020;532
27/09/14;0;5270;827
27/09/14;1;5120;1584
27/09/14;2;3210;505
26/09/14;0;4150;940
26/09/14;1;4020;921
26/09/14;2;2570;574
25/09/14;0;4680;1060
25/09/14;1;4520;859
25/09/14;2;2830;535
24/09/14;0;4550;902
24/09/14;1;4380;885
24/09/14;2;2810;556
23/09/14;0;5780;1210
23/09/14;1;5600;950
23/09/14;2;3500;542
22/09/14;0;5310;884
22/09/14;1;5160;864
22/09/14;2;3240;543
21/09/14;0;5040;1360
21/09/14;1;4910;896
21/09/14;2;3110;554
20/09/14;0;2820;1002
20/09/14;1;2710;977
20/09/14;2;1740;606
19/09/14;0;3520;850
19/09/14;1;3380;1743
19/09/14;2;2180;540
18/09/14;0;3670;992
18/09/14;1;3540;969
18/09/14;2;2240;597
17/09/14;0;3300;986
17/09/14;1;3180;968
17/09/14;2;2010;599
16/09/14;0;5070;1512
16/09/14;1;4930;1153
16/09/14;2;3100;707
15/09/14;0;4920;1133
15/09/14;1;1640;968
15/09/14;2;3020;684
14/09/14;0;6410;925
14/09/14;1;0;0
14/09/14;2;3920;561
13/09/14;0;5490;1260
13/09/14;1;0;0
13/09/14;2;3360;761
12/09/14;0;6150;965
12/09/14;1;0;0
12/09/14;2;3770;593
11/09/14;0;4520;1254
11/09/14;1;0;0
11/09/14;2;2750;753
10/09/14;0;5690;949
10/09/14;1;0;0
10/09/14;2;3480;579
09/09/14;0;5330;1131
09/09/14;1;0;0
09/09/14;2;3290;679
08/09/14;0;6330;939
08/09/14;1;0;0
08/09/14;2;3850;573
07/09/14;0;6490;945
07/09/14;1;0;0
07/09/14;2;3930;576
06/09/14;0;5360;971
06/09/14;1;0;0
06/09/14;2;3270;588
05/09/14;0;3370;1059
05/09/14;1;0;0
05/09/14;2;2080;622
04/09/14;0;1480;1512
04/09/14;1;0;0
04/09/14;2;850;389
03/09/14;0;3490;1055
03/09/14;1;0;0
03/09/14;2;2100;657
02/09/14;0;6230;1106
02/09/14;1;0;0
02/09/14;2;3770;670
01/09/14;0;5690;1460
01/09/14;1;0;0
01/09/14;2;3410;874
31/08/14;0;4890;1194
31/08/14;1;0;0
31/08/14;2;3000;716
30/08/14;0;4040;945
30/08/14;1;0;0
30/08/14;2;2510;577
29/08/14;0;6950;1003
29/08/14;1;0;0
29/08/14;2;4240;609
28/08/14;0;6570;1123
28/08/14;1;0;0
28/08/14;2;3980;685
27/08/14;0;7460;1027
27/08/14;1;0;0
27/08/14;2;4550;626
26/08/14;0;4360;1321
26/08/14;1;0;0
26/08/14;2;2660;792
25/08/14;0;2750;902
25/08/14;1;0;0
25/08/14;2;1690;521
24/08/14;0;7330;1122
24/08/14;1;0;0
24/08/14;2;4480;690
23/08/14;0;2640;1512
23/08/14;1;0;0
23/08/14;2;1580;568
22/08/14;0;4780;1129
22/08/14;1;0;0
22/08/14;2;2930;668
21/08/14;0;7500;1123
21/08/14;1;0;0
21/08/14;2;4540;676
20/08/14;0;5190;2268
20/08/14;1;0;0
20/08/14;2;3160;718
19/08/14;0;1650;453
19/08/14;1;0;0
19/08/14;2;1020;244
18/08/14;0;3680;979
18/08/14;1;0;0
18/08/14;2;2270;598
17/08/14;0;8030;1066
17/08/14;1;0;0
17/08/14;2;4900;653
16/08/14;0;4210;1226
16/08/14;1;0;0
16/08/14;2;2560;728
15/08/14;0;3020;1814
15/08/14;1;0;0
15/08/14;2;1820;665
14/08/14;0;4280;1366
14/08/14;1;0;0
14/08/14;2;2620;808
13/08/14;0;2190;991
